,breakfast,cancelation,guest_reviews,location,price_AZN,review_number,title,type_room,distance_km,latitude,longitude
498,No,Yes,,Nasimi,130.0,,Apartment,Two-Bedroom Apartment,1.3,40.39482299502607,49.82684828968684
499,No,Yes,,Nasimi,101.0,,Lux nice apartment,Three-Bedroom Apartment,1.4,40.39482299502607,49.82684828968684
500,No,Yes,Very Good,Nasimi,188.0,1,Gulustan Apartment,Three-Bedroom Apartment,,40.39482299502607,49.82684828968684
501,No,Yes,,Nasimi,118.0,,LOFT STUDIO IN THE HEART OF BAKU,One-Bedroom Apartment,0.9,40.39482299502607,49.82684828968684
502,No,Yes,,Sabayil,270.0,,Apartament on Nizami street 6 rooms,Apartment,0.3,40.34018472008257,49.81870865057885
503,No,No,,Other,230.0,,Apartment On Nergiz Mall,Three-Bedroom Apartment,0.1,,
504,No,No,,Sabayil,202.0,,Nizami View Apartment,Two-Bedroom Apartment,0.2,40.34018472008257,49.81870865057885
505,No,No,,Yasamal,225.0,,Two bedroom apartmetns near Nizami street,Two-Bedroom Apartment,0.3,40.37910692339686,49.809651649057464
506,No,Yes,,Other,170.0,,Lux Family Apartment in City Center,Two-Bedroom Apartment,,,
507,No,Yes,Very Good,Other,105.0,4,La Corne Hotel Baku,Deluxe King Room,4.9,,
508,No,Yes,,Yasamal,150.0,,Buta Palace Residance Near Cortiar,Apartment with Sea View,0.45,40.37910692339686,49.809651649057464
509,Yes,No,Good,Other,180.0,10,Pure Boutique Hotel,Budget Twin Room,4.8,,
510,No,No,Score under 7,Nasimi,172.0,1,Port Baku Residance Family Room 710 A,Apartment with Garden View,2.1,40.39482299502607,49.82684828968684
511,No,Yes,Score under 7,Nasimi,135.0,5,Delux Apartament in Center,Apartment with Balcony,1.3,40.39482299502607,49.82684828968684
512,No,Yes,,Other,160.0,,Azure Lux,Two-Bedroom Apartment,3.4,,
513,No,Yes,,Nasimi,190.0,,Apartment VIP Sapphire Hotel,Three-Bedroom Apartment,0.4,40.39482299502607,49.82684828968684
514,No,No,Exceptional,Sabayil,441.0,4,Villa Castle Baku,Deluxe Villa,3.7,40.34018472008257,49.81870865057885
515,No,Yes,,Other,213.0,,Nardaran Cottage,One-Bedroom Villa,5.9,,
516,No,Yes,,Sabayil,91.0,,Nizami street shaurma 1,One-Bedroom Apartment,0.45,40.34018472008257,49.81870865057885
517,No,Yes,,Yasamal,120.0,,Family Apartment near Winter Park,Three-Bedroom Apartment,1.5,40.37910692339686,49.809651649057464
518,No,Yes,,Yasamal,114.0,,"Apartment nearby Nizami metrostation, close to centre",One-Bedroom Apartment,1.1,40.37910692339686,49.809651649057464
519,No,Yes,,Nasimi,344.0,,Luxe Apartment in Nizami street,One-Bedroom Apartment,0.4,40.39482299502607,49.82684828968684
520,No,Yes,,Sabayil,450.0,,Sea View Villa Baku,Villa,4.1,40.34018472008257,49.81870865057885
521,No,Yes,,Other,120.0,,КВАРТИРА,One-Bedroom House,,,
522,No,Yes,,Other,98.0,,Dom daca,One-Bedroom Villa,1.9,,
523,No,Yes,Score under 7,Sabayil,144.0,1,Luxary Apartment On KOLORIT,Two-Bedroom Apartment,0.5,40.34018472008257,49.81870865057885
524,No,Yes,,Yasamal,198.0,,3-bedroom apartment on Nizami street,Apartment,0.35,40.37910692339686,49.809651649057464
525,No,Yes,,Nasimi,180.0,,vip nizami,Apartment,0.7,40.39482299502607,49.82684828968684
526,No,Yes,,Sabayil,108.0,,Pavlove Tiny Bus House,Caravan,8.4,40.34018472008257,49.81870865057885
527,No,Yes,,Sabayil,214.0,,Apartment on Tarqovu Otto klub,Apartment,0.3,40.34018472008257,49.81870865057885
528,No,Yes,Score under 7,Nasimi,137.0,1,Baku Christal Apartment,One-Bedroom Apartment,,40.39482299502607,49.82684828968684
529,No,No,Score under 7,Nasimi,225.0,3,Port Baku Residance 710 A,Family Suite,2.1,40.39482299502607,49.82684828968684
530,No,No,,Nasimi,162.0,,VIP Apartment Kumkapi,Apartment with Sea View,0.2,40.39482299502607,49.82684828968684
531,No,No,,Nasimi,209.0,,Flora Creek Deluxe Apartments,Three-Bedroom Apartment,0.2,40.39482299502607,49.82684828968684
532,No,Yes,Very Good,Other,153.0,4,Style Home Buzovna,One-Bedroom Villa,9.6,,
533,No,Yes,,Sabayil,150.0,,Luxary Apartment Molocan Garden,Three-Bedroom Apartment,0.35,40.34018472008257,49.81870865057885
534,No,Yes,,Sabayil,100.0,,Kvartira vozle seadet sarayı,Apartment,0.5,40.34018472008257,49.81870865057885
535,No,Yes,Excellent,Yasamal,65.0,5,Apartment Bilal,Apartment,1.8,40.37910692339686,49.809651649057464
536,No,Yes,,Other,70.0,,Апартаменты Хырдалан Баку,One-Bedroom Apartment,1.3,,
537,No,Yes,,Other,135.0,,Apartment in Nizami street Fountain Square,Two-Bedroom Apartment,,,
538,No,Yes,,Sabayil,119.0,,Comfort City center. 2 bedrooms.,Two-Bedroom Apartment,0.5,40.34018472008257,49.81870865057885
539,No,No,Exceptional,Yasamal,55.0,1,Elmler Luxs Apartments,One-Bedroom Apartment,1.7,40.37910692339686,49.809651649057464
540,No,No,Exceptional,Other,119.0,1,White villa 12,One-Bedroom Apartment,7.5,,
541,No,Yes,Exceptional,Other,162.0,1,SEA VIEW APARTMENTS REZIDENTS,Apartment with Sea View,,,
542,No,Yes,,Other,54.0,,Городской,One-Bedroom Apartment,8.7,,
543,No,Yes,Exceptional,Other,50.0,5,Sweet Apartment,One-Bedroom Apartment,9.5,,
544,No,Yes,,Sabayil,100.0,,Квартира с видом на Старый Город,One-Bedroom Apartment,0.6,40.34018472008257,49.81870865057885
545,No,Yes,,Other,150.0,,Cozy home for leisure,Villa,9.6,,
546,No,Yes,,Other,140.0,,Apartment Baku Park Azure,One-Bedroom Apartment,3.4,,
547,No,Yes,Exceptional,Other,114.0,1,Park Azure Modern apartment,Two-Bedroom Apartment,3.4,,
548,No,Yes,,Other,640.0,,Baku Villa Nardaran,One-Bedroom Villa,7.8,,
549,No,Yes,,Sabayil,128.0,,Formula Istiglaliyyet Apartment,Apartment with Sea View,0.3,40.34018472008257,49.81870865057885
550,No,No,Good,Sabayil,108.0,3,Elvin's Luxury Apartment,Apartment,1.1,40.34018472008257,49.81870865057885
551,No,Yes,,Other,90.0,,My sweet houme in Kara-Karayev,Two-Bedroom Apartment,8.9,,
552,No,Yes,Very Good,Nasimi,120.0,1,Apartment in Shaurma1 nizami street,One-Bedroom Apartment,0.3,40.39482299502607,49.82684828968684
553,No,Yes,,Nasimi,170.0,,LUXURY APARTMENT ON LEYLEK Targovi,Deluxe Apartment,0.2,40.39482299502607,49.82684828968684
554,No,Yes,,Other,144.0,,Baku Park Azure Apartment,Two-Bedroom Apartment,3.4,,
555,No,Yes,,Other,148.0,,Baku Luxe Apartments,Two-Bedroom Apartment,,,
556,No,Yes,,Other,250.0,,Golden Horn Apartments,Deluxe Apartment,4.4,,
557,No,No,,Sabayil,122.0,,sahil 3,Two-Bedroom Apartment,0.5,40.34018472008257,49.81870865057885
558,No,Yes,,Sabayil,150.0,,Apartment On Al Bahar,Apartment with Sea View,0.7,40.34018472008257,49.81870865057885
559,No,Yes,,Yasamal,69.0,,In the center of Baku on the Fountain Square.,One-Bedroom Apartment,0.25,40.37910692339686,49.809651649057464
560,No,Yes,,Other,108.0,,Apartment in Boulevard,One-Bedroom Apartment,,,
561,No,Yes,,Sabayil,300.0,,Special Apartment VIP PANDORA,Apartment,0.3,40.34018472008257,49.81870865057885
562,No,Yes,,Other,60.0,,One bedroom apartment in Baku,One-Bedroom Apartment,2.4,,
563,No,Yes,Exceptional,Nasimi,109.0,1,Baku central palace,Three-Bedroom Apartment,0.8,40.39482299502607,49.82684828968684
564,No,No,Wonderful,Sabayil,216.0,1,Apartment near Four Seasons,One-Bedroom Apartment,0.7,40.34018472008257,49.81870865057885
565,No,No,Good,Yasamal,79.0,23,Mark Hotel Baku,Queen Room with Two Queen Beds,2.3,40.37910692339686,49.809651649057464
566,No,Yes,,Other,78.0,,ARME HOME,One-Bedroom Apartment,2.7,,
567,No,Yes,,Nasimi,170.0,,VIP Apartment PALMALI,Apartment with Sea View,0.2,40.39482299502607,49.82684828968684
568,No,Yes,,Nasimi,130.0,,Apartment On VİP Mado Tarqovi,Deluxe Apartment,0.4,40.39482299502607,49.82684828968684
569,No,Yes,,White City,135.0,,Park Azure Baku,Three-Bedroom Apartment,,40.38191540820948,49.88996746617085
570,No,Yes,Exceptional,Sabayil,210.0,1,Sea View Superdelux Apartment 7 Rooms Mc Donalds,Apartment with Sea View,0.8,40.34018472008257,49.81870865057885
571,No,Yes,,Sabayil,272.0,,Five star villa,Villa,5.8,40.34018472008257,49.81870865057885
572,No,Yes,,Sabayil,200.0,,Villas for rent,One-Bedroom Villa,3.5,40.34018472008257,49.81870865057885
573,No,No,,Nasimi,227.0,,Port Baku Residance Hotel Apartment A1702,Apartment with Sea View,2.1,40.39482299502607,49.82684828968684
574,No,Yes,Exceptional,Other,105.0,1,Park Azure Sky apartment,Two-Bedroom Apartment,3.4,,
575,No,Yes,,Sabayil,180.0,,Sea View Lux VIP IL PATIO Apartment,Apartment with Sea View,0.8,40.34018472008257,49.81870865057885
576,No,Yes,,Other,208.0,,Baku Villa Mashtaga,One-Bedroom Villa,2.5,,
577,No,Yes,Exceptional,Other,170.0,4,Lighthouse Sea Breeze,One-Bedroom Apartment,7.7,,
578,No,Yes,,Nasimi,200.0,,PENTHOUSE Apartment VIP Nizami Street,Apartment with Sea View,0.45,40.39482299502607,49.82684828968684
579,No,Yes,,Other,200.0,,Home is located in Baku near the white city boulevard and Port Baku.,Three-Bedroom Villa,2.6,,
580,No,No,Score under 7,Sabayil,104.0,2,Azneft Square Deluxe Apartment,Deluxe Apartment,,40.34018472008257,49.81870865057885
581,No,Yes,,Nasimi,120.0,,Apartment on HEZZ in Targovi,Apartment,0.25,40.39482299502607,49.82684828968684
582,No,Yes,,Sabayil,220.0,,Sea View Superdelux 5 Rooms Apartment Center McDonalds,Apartment with Sea View,0.7,40.34018472008257,49.81870865057885
583,No,Yes,,Other,80.0,,Gündəlik kirayə ev,Two-Bedroom Apartment,1.3,,
584,No,Yes,Good,Sabayil,155.0,2,VİP Apartment number one,Apartment with Sea View,0.5,40.34018472008257,49.81870865057885
585,No,Yes,,Sabayil,104.0,,Apartment Between Nizami Street and Old City,Apartment,0.6,40.34018472008257,49.81870865057885
586,No,No,Score under 7,Nasimi,150.0,1,Port Baku Residance Deluxe,Deluxe King Room,2.1,40.39482299502607,49.82684828968684
587,No,Yes,,Other,102.0,,Отличная Вилла для отдыха,Villa,4.8,,
588,No,Yes,Exceptional,Sabayil,150.0,3,LUX apartment near in Hard Rock,Two-Bedroom Apartment,0.9,40.34018472008257,49.81870865057885
589,No,Yes,Good,Nasimi,333.0,20,Bulvar Residance Near Four Seasons,Deluxe Apartment,1.6,40.39482299502607,49.82684828968684
590,No,No,,Yasamal,202.0,,Buta Palace sweet home 903,Three-Bedroom Apartment,0.45,40.37910692339686,49.809651649057464
591,No,Yes,,Nasimi,100.0,,28 Center Apartment,Three-Bedroom Apartment,,40.39482299502607,49.82684828968684
592,No,Yes,,Other,36.0,,Kenan,One-Bedroom Apartment,,,
593,No,Yes,,Yasamal,68.0,,One bedroom apartments near Nizami metro,One-Bedroom Apartment,1.6,40.37910692339686,49.809651649057464
594,No,Yes,,Other,254.0,,Cheerful 4-bedroom villa in Shuvelan,Villa,3.9,,
595,No,Yes,Wonderful,Nasimi,122.0,1,piramida 4 rooms,Three-Bedroom Apartment,0.6,40.39482299502607,49.82684828968684
596,No,Yes,Exceptional,Nasimi,155.0,1,Apartment in the Ferrari building,Three-Bedroom Apartment,1.3,40.39482299502607,49.82684828968684
597,No,Yes,,Other,109.0,,AZURE Recidense,Two-Bedroom Apartment,3.2,,
598,No,Yes,,Sabayil,160.0,,Luxury Apartment Near Hilton Hotel,Apartment with Sea View,0.6,40.34018472008257,49.81870865057885
599,No,Yes,,Sabayil,118.0,,Papa Jons 2,Apartment,0.8,40.34018472008257,49.81870865057885
600,No,No,Exceptional,Yasamal,58.0,3,Stay Inn Lovely City Center apartment,Apartment,0.6,40.37910692339686,49.809651649057464
601,No,Yes,Exceptional,Yasamal,70.0,3,"3 room apartment. Baku, Azerbaijan",Apartment,2.6,40.37910692339686,49.809651649057464
602,No,Yes,Very Good,Nasimi,350.0,3,Port Baku Residence Archi Apartment,Three-Bedroom Apartment,,40.39482299502607,49.82684828968684
603,No,Yes,,Nasimi,255.0,,Prestige Apartment VIP Panamera,Apartment with Sea View,0.25,40.39482299502607,49.82684828968684
604,No,Yes,,Nasimi,124.0,,City Center apartment,Apartment,,40.39482299502607,49.82684828968684
605,No,Yes,,Other,176.0,,Merdekan Villa,One-Bedroom Villa,8.7,,
606,Yes,Yes,Exceptional,Other,60.0,3,Apartment near Khatai,One-Bedroom Apartment,3.1,,
