,breakfast,cancelation,guest_reviews,location,price_AZN,review_number,title,type_room,distance_km,latitude,longitude
441,No,Yes,Excellent,Chugureti,107.0,13,Style Apartments by Picnic,Two-Bedroom Apartment,2.3,41.72340168819495,44.82088685166248
442,No,Yes,,Other,125.0,,The Tbilisi Experience Apartments,Two-Bedroom Apartment,5.5,,
443,No,Yes,Exceptional,Old Tbilisi,94.0,32,Heart of Tbilisi,Apartment,1.5,41.69209658252052,44.79406059228808
444,No,No,Excellent,Other,160.0,22,APARTMENT SIXTEEN,Three-Bedroom Apartment,2.1,,
445,No,Yes,Excellent,Old Tbilisi,54.0,61,Epic Meidan Hotel,Economy Single Room,,41.69209658252052,44.79406059228808
446,No,Yes,,Mtatsminda,102.0,,Old Tbilisi rustaveli,One-Bedroom Apartment,0.8,41.693060457156996,44.78551384334914
447,No,Yes,Good,Other,82.0,37,Hotel Lux,Large Twin Room,9.9,,
448,No,Yes,Excellent,Old Tbilisi,69.0,100,Hotel Avlabari,Twin Room,1.1,41.69209658252052,44.79406059228808
449,No,Yes,Exceptional,Vera,96.0,6,City Center Apartment,One-Bedroom Apartment,,41.70761261768468,44.787408551790755
450,No,Yes,Exceptional,Other,125.0,2,EVIS LTD apartments Tbilisi,One-Bedroom Apartment,2.6,,
451,No,Yes,Wonderful,Old Tbilisi,85.0,3,Art Apartment in Kala Tbilisi Historic District,One-Bedroom Apartment,0.5,41.69209658252052,44.79406059228808
452,No,No,Wonderful,Old Tbilisi,63.0,42,The best view on Tbilisi,Two-Bedroom Apartment,0.7,41.69209658252052,44.79406059228808
453,No,Yes,Excellent,Old Tbilisi,82.0,120,Velvet Hotel,Economy Twin Room,1.1,41.69209658252052,44.79406059228808
454,No,Yes,Exceptional,Saburtalo,144.0,2,Business Studio Apartment in Central Park,One-Bedroom Apartment,5.2,41.72222376354178,44.746048306010806
455,No,Yes,Exceptional,Old Tbilisi,75.0,5,Home Galaktioni,One-Bedroom Apartment,0.35,41.69209658252052,44.79406059228808
456,No,No,Good,Other,97.0,76,Lisi Hills Hotel,Single Room,6.4,,
457,No,No,Exceptional,Vera,79.0,2,Home Away From Home Tbilisi,Double Room with Garden View,2.2,41.70761261768468,44.787408551790755
458,No,No,Exceptional,Other,94.0,2,Gulf Aquamarine Hotel,Standard Double or Twin Room,6.2,,
459,No,No,Wonderful,Old Tbilisi,72.0,5,Panorama apartment,Two-Bedroom Apartment,,41.69209658252052,44.79406059228808
460,No,Yes,Exceptional,Other,60.0,1,Late,One-Bedroom Apartment,7.5,,
461,No,Yes,Very Good,Other,67.0,14,Hotel Caucase,Luxury Quadruple Room,6.7,,
462,No,Yes,Wonderful,Vera,85.0,14,Apartment on Tatishvili,One-Bedroom Apartment,,41.70761261768468,44.787408551790755
463,No,Yes,Exceptional,Other,90.0,8,Mary Apartament Saburtalo,One-Bedroom Apartment,7.3,,
464,No,Yes,Exceptional,Mtatsminda,173.0,5,Harmony Apartment III,Two-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
465,No,No,Excellent,Vake,31.0,96,Hostel Vake Garden,Quadruple Room,2.7,41.70553522376798,44.75495342831405
466,No,Yes,,Saburtalo,98.0,,Near city center with River and City view,One-Bedroom Apartment,4.6,41.72222376354178,44.746048306010806
467,No,No,Excellent,Chugureti,123.0,5,Wehost Apartment Near Fabrika,Apartment,2.1,41.72340168819495,44.82088685166248
468,No,Yes,,Other,151.0,,chastni dom,Two-Bedroom Villa,4.4,,
469,No,Yes,Wonderful,Mtatsminda,75.0,14,KUXOS Besiki Studio,Studio Apartment,0.7,41.693060457156996,44.78551384334914
470,Yes,Yes,Very Good,Other,63.0,34,MOKO Apartments,One-Bedroom Apartment,6.5,,
471,No,Yes,Exceptional,Chugureti,89.0,22,Apartment on Sundukiani Street Lane,Apartment with Garden View,1.4,41.72340168819495,44.82088685166248
472,No,Yes,,Other,34.0,,One room apartment at Temqa Tbilisi,One-Bedroom Apartment,,,
473,No,Yes,,Old Tbilisi,17.0,,Tents In Georgia,Tent,0.45,41.69209658252052,44.79406059228808
474,No,Yes,Score under 7,Other,56.0,50,Hotel Marsel,Double Room with Balcony,3.2,,
475,No,Yes,Very Good,Chugureti,63.0,2,Loft Pirosmani,Deluxe Apartment,2.4,41.72340168819495,44.82088685166248
476,No,Yes,Wonderful,Old Tbilisi,60.0,15,Anastasia,Deluxe Apartment,1.3,41.69209658252052,44.79406059228808
477,No,Yes,Wonderful,Other,76.0,14,"luxury studio with internet, Netflix , parking",One-Bedroom Apartment,3.1,,
478,No,Yes,Exceptional,Mtatsminda,63.0,4,Nia's apartment,One-Bedroom Apartment,1.1,41.693060457156996,44.78551384334914
479,No,Yes,Good,Chugureti,75.0,157,Harmony Hotel,Double Room with Garden View,1.3,41.72340168819495,44.82088685166248
480,No,Yes,Exceptional,Chugureti,99.0,2,Vintage Apartment,Two-Bedroom Apartment,2.2,41.72340168819495,44.82088685166248
481,No,Yes,,Chugureti,63.0,,home 53,One-Bedroom Apartment,2.1,41.72340168819495,44.82088685166248
482,No,Yes,Exceptional,Mtatsminda,96.0,6,Sweet Memories•ტკბილი მოგონებები,One-Bedroom Apartment,0.8,41.693060457156996,44.78551384334914
483,No,Yes,Excellent,Mtatsminda,218.0,12,Serviced Apartment on Rustaveli Avenue 16,Two-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
484,No,No,Wonderful,Other,83.0,25,Neapol Boutique Hotel,Single Room with a Big Bed,2.7,,
485,No,Yes,Wonderful,Old Tbilisi,75.0,42,Meidani Guest house,Twin Room with Private Bathroom,1.1,41.69209658252052,44.79406059228808
486,Yes,No,Wonderful,Mtatsminda,152.0,165,Bridge Hotel,Standard Double Room,0.9,41.693060457156996,44.78551384334914
487,No,Yes,Wonderful,Old Tbilisi,48.0,5,NATA HOST old tbilisi,Double Room,1.5,41.69209658252052,44.79406059228808
488,No,Yes,,Mtatsminda,141.0,,Аппартамент Мтацминда,Apartment,0.6,41.693060457156996,44.78551384334914
489,No,Yes,Wonderful,Old Tbilisi,138.0,145,Pomegranate in Old Tbilisi,Deluxe Apartment,0.35,41.69209658252052,44.79406059228808
490,No,Yes,Wonderful,Mtatsminda,251.0,155,Dat Exx Apartments On Liberty Square,Penthouse Apartment,0.15,41.693060457156996,44.78551384334914
491,No,Yes,Wonderful,Other,58.0,46,5 Rooms near 300 Aragveli metro station,Deluxe Double Room,2.4,,
492,Yes,Yes,Excellent,Old Tbilisi,73.0,141,Stay Boutique,Standard Double Room,1.3,41.69209658252052,44.79406059228808
493,No,Yes,Excellent,Chugureti,50.0,5,4you,Apartment,1.1,41.72340168819495,44.82088685166248
494,No,Yes,Exceptional,Mtatsminda,185.0,11,NEW! - Downtown Apartment,Two-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
495,No,Yes,Good,Saburtalo,82.0,2,Georges Apartment,One-Bedroom Apartment,5.2,41.72222376354178,44.746048306010806
496,No,Yes,Exceptional,Old Tbilisi,100.0,52,Firuzi Apartment TBS,Studio Apartment,1.1,41.69209658252052,44.79406059228808
497,No,Yes,Exceptional,Mtatsminda,201.0,17,Harmony Apartment,Three-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
498,No,Yes,Exceptional,Saburtalo,64.0,1,Saburtalo,One-Bedroom Apartment,6.7,41.72222376354178,44.746048306010806
499,No,Yes,Exceptional,Other,125.0,2,EVIS LTD apartments Tbilisi,One-Bedroom Apartment,2.6,,
500,No,No,Exceptional,Old Tbilisi,212.0,302,Paskunji Residence,Studio - Split Level,0.2,41.69209658252052,44.79406059228808
501,No,Yes,Exceptional,Old Tbilisi,196.0,4,Tbilisi Bliss Old Town,One-Bedroom Apartment,0.9,41.69209658252052,44.79406059228808
502,No,Yes,Good,Chugureti,38.0,5,Chubinashvili 19,One-Bedroom Apartment,2.2,41.72340168819495,44.82088685166248
503,No,Yes,Wonderful,Old Tbilisi,125.0,232,Freedom Square Apart Hotel,Standard Double Room,0.3,41.69209658252052,44.79406059228808
504,No,Yes,Exceptional,Other,83.0,3,Quality Area,Two-Bedroom Apartment,3.8,,
505,No,No,Exceptional,Other,83.0,214,Tbilisi Sea Hotel,Large Twin Room,5.4,,
506,No,Yes,,Other,63.0,,ROYAL ARCH,King Room with Balcony,4.9,,
507,No,Yes,Good,Saburtalo,188.0,16,Sweet Home Apartment VIP 1,Apartment with Terrace,,41.72222376354178,44.746048306010806
508,Yes,Yes,Very Good,Other,65.0,195,Hotel Diadema,Deluxe Double Room with Balcony,3.3,,
509,No,Yes,,Other,42.0,,Tiflisi Sky 2,Double Room,4.2,,
510,Yes,Yes,Wonderful,Old Tbilisi,130.0,6,Luxin,Standard Double Room,1.2,41.69209658252052,44.79406059228808
511,Yes,Yes,Exceptional,Vake,63.0,4,Double Room with Private Bathroom,Double Room with Private Bathroom,2.4,41.70553522376798,44.75495342831405
512,No,Yes,Exceptional,Vake,74.0,3,Lukas Guest House,One-Bedroom Apartment,4.2,41.70553522376798,44.75495342831405
513,No,Yes,Exceptional,Other,75.0,91,Emis Hotel,Superior Family Room,,,
514,No,Yes,Excellent,Chugureti,157.0,134,Dat Exx Apartments on Marjanishvili,One-Bedroom Apartment,1.8,41.72340168819495,44.82088685166248
515,No,Yes,Wonderful,Old Tbilisi,,353,Folk Boutique Hotel,Standard Double Room,1.7,41.69209658252052,44.79406059228808
516,Yes,Yes,Very Good,Old Tbilisi,172.0,6,GOLDEN IR-ME_NI,Deluxe Double or Twin Room,1.5,41.69209658252052,44.79406059228808
517,No,Yes,Good,Other,75.0,93,Hotel 7 STAR,Double Room,3.3,,
518,No,Yes,Very Good,Chugureti,63.0,2,Loft Pirosmani,Deluxe Apartment,2.4,41.72340168819495,44.82088685166248
519,No,Yes,Wonderful,Old Tbilisi,60.0,15,Anastasia,Deluxe Apartment,1.3,41.69209658252052,44.79406059228808
520,No,Yes,Wonderful,Other,76.0,14,"luxury studio with internet, Netflix , parking",One-Bedroom Apartment,3.1,,
521,No,Yes,Exceptional,Mtatsminda,63.0,4,Nia's apartment,One-Bedroom Apartment,1.1,41.693060457156996,44.78551384334914
522,No,Yes,Good,Chugureti,75.0,157,Harmony Hotel,Double Room with Garden View,1.3,41.72340168819495,44.82088685166248
523,No,Yes,Exceptional,Chugureti,99.0,2,Vintage Apartment,Two-Bedroom Apartment,2.2,41.72340168819495,44.82088685166248
524,No,Yes,,Chugureti,63.0,,home 53,One-Bedroom Apartment,2.1,41.72340168819495,44.82088685166248
525,Yes,No,Exceptional,Other,44.0,51,Gis Guest House,Comfort Twin Room,3.5,,
526,No,Yes,Good,Saburtalo,157.0,8,Obim apartments,One-Bedroom Apartment,3.3,41.72222376354178,44.746048306010806
527,No,Yes,,Chugureti,80.0,,Sun Rise Apartment,Two-Bedroom Apartment,,41.72340168819495,44.82088685166248
528,No,Yes,Exceptional,Old Tbilisi,125.0,46,Artemida Apartment TBS,Apartment,1.1,41.69209658252052,44.79406059228808
529,No,Yes,Wonderful,Old Tbilisi,63.0,5,Cozy Home,One-Bedroom Apartment,1.3,41.69209658252052,44.79406059228808
530,No,Yes,Exceptional,Saburtalo,85.0,2,apartment,One-Bedroom Apartment,3.3,41.72222376354178,44.746048306010806
531,No,Yes,,Other,76.0,,Beka,One-Bedroom Apartment,4.9,,
532,Yes,No,Wonderful,Vake,141.0,296,Irmisa Hotel Tbilisi,Standard Double Room,3.9,41.70553522376798,44.75495342831405
533,No,Yes,Exceptional,Mtatsminda,186.0,7,Downtown Two-bedrom Apartment,Two-Bedroom Apartment,0.7,41.693060457156996,44.78551384334914
534,Yes,Yes,Exceptional,Old Tbilisi,119.0,60,Tbili Metekhi Boutique Hotel,Double Room,1.3,41.69209658252052,44.79406059228808
535,No,Yes,Wonderful,Other,68.0,12,GSS - A Apartment,One-Bedroom Apartment,5.6,,
536,No,Yes,Exceptional,Mtatsminda,230.0,9,Apartment in the city center lll,Two-Bedroom Apartment,0.6,41.693060457156996,44.78551384334914
537,No,Yes,Good,Vera,221.0,39,Luxury 4-Bedroom Apartment In The Center,Apartment,2.3,41.70761261768468,44.787408551790755
538,No,Yes,Excellent,Other,63.0,6,"Квартира Варкетили, IV микрорайон корпус 404, II подъезд, IX этаж, квартира 52 А",One-Bedroom Apartment,6.4,,
539,No,Yes,Very Good,Chugureti,75.0,61,Apartment Sharm,Apartment with Terrace,2.6,41.72340168819495,44.82088685166248
540,No,No,Wonderful,Old Tbilisi,50.0,26,Sesili's Apartment,Apartment,0.2,41.69209658252052,44.79406059228808
541,No,Yes,Excellent,Old Tbilisi,107.0,53,G&M,Superior Apartment,0.5,41.69209658252052,44.79406059228808
542,No,Yes,Exceptional,Mtatsminda,182.0,7,City Luxury Apartment ll,Three-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
543,No,Yes,Wonderful,Old Tbilisi,63.0,42,Vakhtang Gorgasali apartment,Studio Apartment,1.3,41.69209658252052,44.79406059228808
544,No,Yes,Wonderful,Other,80.0,1,Peace,One-Bedroom Apartment,,,
545,No,Yes,Very Good,Mtatsminda,75.0,6,Tata’s Apartment,Apartment,1.1,41.693060457156996,44.78551384334914
546,No,Yes,,Old Tbilisi,75.0,,Painters,One-Bedroom Apartment,0.35,41.69209658252052,44.79406059228808
547,No,Yes,Exceptional,Mtatsminda,274.0,5,Serviced Apartment on Rustaveli Avenue 9,Two-Bedroom Apartment,0.6,41.693060457156996,44.78551384334914
548,No,Yes,Very Good,Chugureti,116.0,184,Rogas Home,Standard Double Room,1.6,41.72340168819495,44.82088685166248
549,No,Yes,,Saburtalo,85.0,,Kobi Apartments,One-Bedroom Apartment,3.6,41.72222376354178,44.746048306010806
550,No,Yes,Wonderful,Mtatsminda,63.0,19,Beridze Apartment,Two-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
551,No,Yes,Exceptional,Old Tbilisi,81.0,8,La Maison #7,Apartment,0.4,41.69209658252052,44.79406059228808
552,No,No,Very Good,Old Tbilisi,89.0,82,Epic Hotel,Economy Double or Twin Room,1.1,41.69209658252052,44.79406059228808
553,No,Yes,Exceptional,Chugureti,75.0,24,Center Apartment,Apartment,3.2,41.72340168819495,44.82088685166248
554,No,Yes,Exceptional,Saburtalo,45.0,36,Hotel White House,Double Room with Balcony,,41.72222376354178,44.746048306010806
555,No,Yes,Exceptional,Other,50.0,1,2 rooms apartment in varketili,One-Bedroom Apartment,6.7,,
556,No,Yes,,Vake,100.0,,Piccolo Casa Apartment,Standard Studio,3.3,41.70553522376798,44.75495342831405
557,No,Yes,Very Good,Mtatsminda,63.0,15,Apartment in City Center,Two-Bedroom Apartment,0.7,41.693060457156996,44.78551384334914
558,No,No,Wonderful,Vera,53.0,14,Tita home,One-Bedroom Apartment,1.5,41.70761261768468,44.787408551790755
559,No,Yes,Exceptional,Saburtalo,80.0,7,Comfortable apartment,Two-Bedroom Apartment,4.3,41.72222376354178,44.746048306010806
560,No,Yes,Exceptional,Chugureti,51.0,1,2-bedroom apartment in the center of Tbilisi,Two-Bedroom Apartment,1.2,41.72340168819495,44.82088685166248
561,No,Yes,Excellent,Other,94.0,50,MG Apartments in Tbilisi,One-Bedroom Apartment,2.2,,
562,No,No,Wonderful,Saburtalo,84.0,11,Apartment in Tbilisi,One-Bedroom Apartment,4.7,41.72222376354178,44.746048306010806
563,No,Yes,Exceptional,Chugureti,63.0,12,cozy and center,One-Bedroom Apartment,1.3,41.72340168819495,44.82088685166248
564,No,Yes,Exceptional,Other,16.0,7,G-Spot FEMALE ONLY,Bunk Bed in Female Dormitory Room  ,7.3,,
565,No,No,Wonderful,Other,68.0,13,Apartment D. Digomi,Two-Bedroom Apartment,1.2,,
566,No,No,Excellent,Other,124.0,169,MD Hotel Tbilisi,Double Room with Balcony,3.3,,
567,No,Yes,Exceptional,Chugureti,102.0,1,Aida Tbilisi,One-Bedroom Apartment,1.5,41.72340168819495,44.82088685166248
568,No,No,Wonderful,Other,51.0,13,lovely and cozy apartament in Tbilisi,One-Bedroom Apartment,9.3,,
569,No,Yes,Wonderful,Saburtalo,68.0,61,MARCH,Studio with Garden View,4.4,41.72222376354178,44.746048306010806
570,No,Yes,Exceptional,Chugureti,88.0,20,MM Marani,Deluxe Double or Twin Room,1.9,41.72340168819495,44.82088685166248
571,No,Yes,Very Good,Chugureti,89.0,34,Four Rooms,Double Room with Private Bathroom,1.3,41.72340168819495,44.82088685166248
572,No,Yes,Exceptional,Chugureti,155.0,99,Luxury Apartments on Central Avenue,Studio with Sofa Bed,2.6,41.72340168819495,44.82088685166248
573,No,Yes,Very Good,Old Tbilisi,85.0,10,apartament MARIA,Standard Apartment,0.3,41.69209658252052,44.79406059228808
574,Yes,Yes,Wonderful,Other,107.0,178,Hotel Doesi,Single Room - New Building,3.1,,
575,No,Yes,Good,Old Tbilisi,63.0,16,Cozy Home,Two-Bedroom Apartment,,41.69209658252052,44.79406059228808
576,No,Yes,,Didube,75.0,,Narvana Apartments,One-Bedroom Apartment,4.8,41.750520159335146,44.7815007925187
577,No,Yes,Excellent,Mtatsminda,94.0,31,G&L APARTMENTS,Triple Room with Private External Bathroom,0.5,41.693060457156996,44.78551384334914
578,No,Yes,Excellent,Chugureti,125.0,16,Yango Apartment,Two-Bedroom Apartment,1.7,41.72340168819495,44.82088685166248
579,No,No,Excellent,Mtatsminda,96.0,137,Vista Hotel,Standard Double Room,1.1,41.693060457156996,44.78551384334914
580,No,No,Exceptional,Chugureti,102.0,12,Boutique Hotel Alegria,Single Room with Bathroom,,41.72340168819495,44.82088685166248
581,No,Yes,Exceptional,Old Tbilisi,68.0,31,Ana's Apartment in Old Tbilisi,Apartment,0.4,41.69209658252052,44.79406059228808
582,Yes,No,Excellent,Other,95.0,289,Hotel Diamond, Double Room without Window,2.3,,
583,No,Yes,Wonderful,Old Tbilisi,80.0,66,Old Tbilisi N&M,One-Bedroom Apartment,0.45,41.69209658252052,44.79406059228808
584,No,Yes,Good,Didube,94.0,1,appartement in didube tbilisi,One-Bedroom Apartment,6.1,41.750520159335146,44.7815007925187
585,No,Yes,Exceptional,Mtatsminda,228.0,5,Luxury Landing IV,Two-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
586,No,Yes,Wonderful,Old Tbilisi,63.0,10,Apartment Anna- Katrin,One-Bedroom Apartment,1.3,41.69209658252052,44.79406059228808
587,No,Yes,Wonderful,Vera,63.0,1,Vere Homestay,Large Twin Room,1.7,41.70761261768468,44.787408551790755
588,No,Yes,Wonderful,Other,72.0,2,Гостевой дом близко к центру Тбилиси,Two-Bedroom House,2.4,,
589,No,Yes,Good,Other,69.0,44,Hotel Shine Palace,Standard Double Room,0.2,,
590,No,Yes,Excellent,Old Tbilisi,56.0,14,Apartment Marialisa,Two-Bedroom Apartment,0.45,41.69209658252052,44.79406059228808
591,No,Yes,Exceptional,Old Tbilisi,157.0,125,Shiny Avlabari Apartment,Studio Apartment,,41.69209658252052,44.79406059228808
592,Yes,No,Wonderful,Old Tbilisi,188.0,655,Hotel Passport Tbilisi,Standard Double or Twin Room,0.9,41.69209658252052,44.79406059228808
593,No,Yes,Exceptional,Saburtalo,85.0,16,Saburtalo Apartment,One-Bedroom Apartment,3.6,41.72222376354178,44.746048306010806
594,No,Yes,Exceptional,Other,56.0,4,VARAZI HOME,One-Bedroom Apartment,1.4,,
595,No,No,,Other,54.0,,Heavens gate luxury apartment,One-Bedroom Apartment,0.8,,
596,No,Yes,Very Good,Other,49.0,37,Galavani,One-Bedroom Apartment,1.9,,
597,No,No,Wonderful,Chugureti,16.0,9,Modeli hostel,Quadruple Room,2.5,41.72340168819495,44.82088685166248
598,No,Yes,,Other,31.0,,Varketeli-3,Double Room,6.8,,
599,No,Yes,Wonderful,Mtatsminda,63.0,19,Beridze Apartment,Two-Bedroom Apartment,0.5,41.693060457156996,44.78551384334914
600,No,Yes,Exceptional,Mtatsminda,50.0,2,Lia's Guest House,Double Room with Extra Bed,,41.693060457156996,44.78551384334914
601,No,Yes,Wonderful,Chugureti,104.0,15,Apartment 54,Apartment,1.7,41.72340168819495,44.82088685166248
602,No,No,Wonderful,Chugureti,81.0,215,Brickwall Tbilisi-Tbilisi vibe,Standard Queen Room,1.8,41.72340168819495,44.82088685166248
603,No,Yes,Exceptional,Mtatsminda,75.0,1,Riverhouse in old Tbilisi,One-Bedroom Apartment,1.2,41.693060457156996,44.78551384334914
604,No,Yes,Wonderful,Old Tbilisi,38.0,6,Guest House Santlis Shesakhvevi,Budget Double Room,,41.69209658252052,44.79406059228808
605,No,Yes,Exceptional,Old Tbilisi,130.0,256,Old Tbilisi Apartments1,Family Studio,0.25,41.69209658252052,44.79406059228808
606,No,Yes,Very Good,Old Tbilisi,100.0,81,Hotel DavidL,Standard Twin Room,,41.69209658252052,44.79406059228808
607,No,Yes,,Other,56.0,,New eurolux hotel,Deluxe King Room,5.1,,
608,No,Yes,Exceptional,Old Tbilisi,56.0,62,Guest house tm,Double Room with Shared Toilet,0.4,41.69209658252052,44.79406059228808
609,No,Yes,Exceptional,Old Tbilisi,82.0,3,Avlabari apartment,One-Bedroom Apartment,1.8,41.69209658252052,44.79406059228808
610,No,Yes,Very Good,Other,44.0,63,Best Builder,Twin Room,5.4,,
611,Yes,Yes,Exceptional,Other,56.0,1,Sierra Hotel Tbilisi,Double or Twin Room,7.3,,
612,No,No,,Other,100.0,,Sarmad Apartment,One-Bedroom Apartment,3.6,,
613,No,Yes,,Other,50.0,,River Side,One-Bedroom Apartment,3.5,,
614,No,Yes,,Other,82.0,,dighomi apartment,Three-Bedroom Apartment,0.5,,
615,No,Yes,Wonderful,Old Tbilisi,56.0,3,Apartment in old Tbilisi,One-Bedroom Apartment,0.35,41.69209658252052,44.79406059228808
616,No,Yes,Exceptional,Other,45.0,21,veranda m,One-Bedroom Apartment,1.5,,
617,No,Yes,Wonderful,Vera,88.0,22,Boutique Hotel Filosofia,Double Room,1.6,41.70761261768468,44.787408551790755
618,No,Yes,Excellent,Other,56.0,88,Guest House Stefanos,Budget Double Room,1.7,,
619,No,Yes,,Saburtalo,51.0,,Lulu,One-Bedroom Apartment,6.8,41.72222376354178,44.746048306010806
620,No,Yes,Good,Other,47.0,55,Golden Star,Deluxe Double Room with Bath,3.5,,
621,No,Yes,Very Good,Old Tbilisi,58.0,81,Sunny Tiflis,Double Room with Balcony,1.3,41.69209658252052,44.79406059228808
622,No,Yes,Wonderful,Old Tbilisi,50.0,64,K&N Guesthouse,Double Room with Private Bathroom,1.4,41.69209658252052,44.79406059228808
623,Yes,No,Good,Saburtalo,151.0,152,Green Queen Hotel,Superior Double Room,4.6,41.72222376354178,44.746048306010806
624,No,Yes,Good,Old Tbilisi,63.0,16,Cozy Home,Two-Bedroom Apartment,,41.69209658252052,44.79406059228808
625,No,Yes,,Saburtalo,73.0,,Apartments,One-Bedroom Apartment,4.1,41.72222376354178,44.746048306010806
626,No,Yes,Very Good,Old Tbilisi,38.0,41,GUEST HOUSE HISTORIC DISTRICT,Budget Triple Room,0.9,41.69209658252052,44.79406059228808
627,No,Yes,Exceptional,Other,70.0,1,Tuta's cozy place,One-Bedroom Apartment,8.5,,
628,Yes,No,Excellent,Old Tbilisi,229.0,340,Badagoni Boutique Hotel Rustaveli,Deluxe Double Room with Balcony,0.1,41.69209658252052,44.79406059228808
629,No,Yes,Wonderful,Saburtalo,78.0,33,Central Park apartments,Studio Apartment,4.5,41.72222376354178,44.746048306010806
630,No,Yes,Good,Mtatsminda,44.0,153,Parallax Hotel and Apartments,Double Room with Shared Bathroom,0.6,41.693060457156996,44.78551384334914
631,No,Yes,Excellent,Other,75.0,26,Lords Hotel,Standard Double Room,4.1,,
632,Yes,Yes,Exceptional,Old Tbilisi,133.0,77,Hotel Winoterra,Double Room,1.6,41.69209658252052,44.79406059228808
633,No,Yes,Excellent,Chugureti,75.0,11,New Lights Apartment,Studio Apartment,2.2,41.72340168819495,44.82088685166248
634,Yes,Yes,Wonderful,Mtatsminda,207.0,30,The 10,One-Bedroom Suite,0.6,41.693060457156996,44.78551384334914
635,No,Yes,Excellent,Old Tbilisi,107.0,643,Bricks Hotel,Economy Double Room,,41.69209658252052,44.79406059228808
636,Yes,Yes,Exceptional,Old Tbilisi,163.0,1,Hotel 21,Standard Double or Twin Room,1.5,41.69209658252052,44.79406059228808
637,No,Yes,Very Good,Old Tbilisi,67.0,2,Apartement in Old Tbilisi,One-Bedroom Apartment,0.35,41.69209658252052,44.79406059228808
638,No,Yes,Exceptional,Mtatsminda,66.0,17,TAMO Rooms,Studio with Sofa Bed,0.9,41.693060457156996,44.78551384334914
639,No,Yes,Very Good,Chugureti,75.0,70,Tabori Apart Hotel,Budget Double or Twin Room,1.4,41.72340168819495,44.82088685166248
640,No,Yes,Wonderful,Old Tbilisi,157.0,54,Betlemi Apartment 41,Apartment,0.8,41.69209658252052,44.79406059228808
641,Yes,No,Wonderful,Old Tbilisi,156.0,705,Communal Hotel Sololaki,Double Room,0.8,41.69209658252052,44.79406059228808
642,No,Yes,Exceptional,Old Tbilisi,196.0,4,Tbilisi Bliss Old Town,One-Bedroom Apartment,0.9,41.69209658252052,44.79406059228808
643,Yes,Yes,Very Good,Other,128.0,5,Genesis Hotel Tbilisi,Standard Double Room,2.8,,
644,No,Yes,Excellent,Other,75.0,5,Dona Palace Gold,Two-Bedroom Apartment,3.6,,
645,No,Yes,Wonderful,Other,78.0,16,Natali Boutique Hotel,Large Double Room,1.9,,
646,No,Yes,Wonderful,Old Tbilisi,107.0,26,Old Tbilisi Art home,Apartment,0.4,41.69209658252052,44.79406059228808
647,No,Yes,Exceptional,Mtatsminda,491.0,6,Serviced Apartment in the City Center,Apartment,0.7,41.693060457156996,44.78551384334914
648,No,Yes,,Old Tbilisi,59.0,,TIKO'S APPARTMENT,One-Bedroom Apartment,0.9,41.69209658252052,44.79406059228808
649,No,Yes,,Other,82.0,,Cosy House,Two-Bedroom Apartment,8.9,,
650,No,Yes,Exceptional,Other,69.0,49,Apartments on Akhalubani St 2,Two-Bedroom Apartment,1.5,,
651,No,Yes,Wonderful,Old Tbilisi,75.0,37,Anzori House,Triple Room with Private Bathroom,0.7,41.69209658252052,44.79406059228808
652,No,Yes,Wonderful,Other,67.0,173,HarmonyHome,King Room with Garden View,2.1,,
653,No,Yes,Wonderful,Other,18.0,30,HOSTEL NUMBER 49,Mixed Dormitory Room,0.6,,
654,No,Yes,,Other,68.0,,Gio Apartment,One-Bedroom Apartment,1.7,,
655,No,No,Very Good,Old Tbilisi,122.0,73,City Center Apart Hotel,Deluxe Apartment,,41.69209658252052,44.79406059228808
656,Yes,Yes,Wonderful,Old Tbilisi,232.0,160,Twentyone By Vintage Hotel Collections,Large Double Room,1.1,41.69209658252052,44.79406059228808
657,No,Yes,Wonderful,Chugureti,107.0,36,City Center Apartments by Picnic,Two-Bedroom Apartment,2.3,41.72340168819495,44.82088685166248
658,No,Yes,Wonderful,Chugureti,31.0,17,Red Door,Bed in 8-Bed Mixed Dormitory Room,,41.72340168819495,44.82088685166248
659,Yes,Yes,Excellent,Old Tbilisi,78.0,42,Janashia Boutique Hotels,Twin Room with Terrace,1.4,41.69209658252052,44.79406059228808
660,No,Yes,Exceptional,Mtatsminda,82.0,70,Twins,Family Room with Terrace,0.5,41.693060457156996,44.78551384334914
661,Yes,Yes,Excellent,Other,160.0,90,Hotel Antique,Twin Room with Garden View,5.8,,
662,No,Yes,Exceptional,Other,82.0,12,Luxury Apartment Tbilisi,Two-Bedroom Apartment,3.6,,
663,No,Yes,Excellent,Old Tbilisi,44.0,141,Guesthouse Gia,Classic Triple Room,1.2,41.69209658252052,44.79406059228808
664,No,Yes,Very Good,Other,99.0,85,Hotel Majestic,Small Twin Room,3.1,,
